client_ID;age;gender;marital_status;SPC_ID;Industry_sector;Market_type;Affiliated_agency;Monthly_income;Monthly_debt_payments;Monthly_spending;Assets_worth;Employment_Stability;Credit_Score
7816;43;male;divorced;042;Self-Employed Professionals;B2B Market (Business-to-Business);18;5926;1777;2489;99768.0;5;690
7817;26;female;married;035;Legal Activities;B2B Market (Business-to-Business);179;4071;1221;1994;38680.0;2;710
7818;30;male;married;004;Public Administration;B2B Market (Business-to-Business);157;4667;1866;1960;49876.0;7;597
7819;41;female;divorced;065;Unreported;B2C Market (Business-to-Consumer);115;6098;0;4268;92792.0;1;742
7820;24;male;divorced;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);104;3805;1141;1598;31157.0;6;728
7821;24;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);15;3092;1236;1299;30918.0;2;706
7822;77;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);171;4692;1876;1689;160964.0;7;754
7823;59;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);123;3378;0;2364;93081.0;14;696
7824;23;male;single;021;Private Sector Technical and Support;B2B Market (Business-to-Business);121;2778;1111;1000;22353.0;3;617
7825;19;male;single;025;Retirees and Pensioners;B2B Market (Business-to-Business);104;4186;1674;1507;25420.0;1;698
7826;40;male;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);140;3368;0;2020;59528.0;4;665
7827;23;male;single;003;Public Administration;B2B Market (Business-to-Business);226;3775;1132;1850;34032.5;3;588
7828;24;female;divorced;058;Merchants and Traders;B2C Market (Business-to-Consumer);171;4592;1836;1653;36882.0;4;614
7829;43;female;married;006;Public Administration;B2C Market (Business-to-Consumer);7;2036;610;855;37114.0;6;703
7830;30;female;single;009;Public Administration;B2B Market (Business-to-Business);193;1650;660;594;27987.0;10;671
7831;54;female;divorced;051;Merchants and Traders;B2C Market (Business-to-Consumer);220;4524;1357;1900;102425.0;1;734
7832;30;female;married;063;Agriculture and Fishing;B2B Market (Business-to-Business);67;3344;1003;1638;38907.0;11;668
7833;29;female;married;002;Unreported;B2B Market (Business-to-Business);140;5229;1568;2562;50354.5;11;630
7834;18;male;single;056;Merchants and Traders;B2C Market (Business-to-Consumer);77;4416;1324;1855;19916.0;0;696
7835;63;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);155;4274;1282;1795;118323.0;30;634
7836;71;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);106;3860;1544;1389;122901.0;27;698
7837;28;male;married;009;Public Administration;B2B Market (Business-to-Business);0;1800;0;1260;24274.0;1;660
7838;40;male;married;056;Merchants and Traders;B2C Market (Business-to-Consumer);6;3823;1529;1605;62700.0;1;707
7839;24;male;married;066;Legal Activities;B2C Market (Business-to-Consumer);192;6303;1890;2647;39107.0;4;669
7840;23;female;single;035;Legal Activities;B2B Market (Business-to-Business);134;5374;1612;2257;42802.0;4;734
7841;26;male;married;066;Legal Activities;B2C Market (Business-to-Consumer);132;6516;2606;2346;50277.0;6;615
7842;38;male;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);131;4612;0;2767;61560.0;13;706
7843;79;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);171;4807;1922;2019;166169.5;19;745
7844;65;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);125;3791;0;2653;113018.5;25;629
7845;42;female;married;033;Healthcare;B2B Market (Business-to-Business);34;5299;2119;2226;90975.0;5;756
7846;29;female;divorced;032;Healthcare;B2B Market (Business-to-Business);181;6736;2694;2829;61803.0;7;643
7847;43;male;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);168;3549;0;2484;63758.5;15;773
7848;53;female;married;038;Healthcare;B2B Market (Business-to-Business);96;4468;1340;1876;100503.0;8;763
7849;33;female;married;012;Public Administration;B2B Market (Business-to-Business);5;3515;1406;1265;41625.5;9;646
7850;58;male;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);198;2788;0;1672;72256.0;8;655
7851;42;female;married;035;Legal Activities;B2B Market (Business-to-Business);8;5178;2071;2174;84922.0;0;697
7852;73;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);102;4737;1894;1990;150999.5;15;689
7853;30;female;married;061;Agriculture and Fishing;B2B Market (Business-to-Business);120;2904;1161;1220;33192.0;5;681
7854;40;female;married;072;Unreported;B2C Market (Business-to-Consumer);59;3149;0;1889;58628.0;19;674
7855;24;male;married;011;Public Administration;B2B Market (Business-to-Business);156;4364;1745;1571;36210.0;1;594
7856;31;male;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);141;3505;0;2103;42832.5;12;718
7857;68;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);77;3977;1590;1432;124243.0;20;659
7858;59;female;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);2;3433;1373;1442;86125.5;24;764
7859;50;male;divorced;020;Private Sector Technical and Support;B2B Market (Business-to-Business);223;3181;1272;1145;74916.0;21;639
7860;41;male;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);18;4055;1622;1703;62527.5;12;674
7861;50;male;divorced;021;Private Sector Technical and Support;B2B Market (Business-to-Business);114;2652;0;1591;56702.0;18;674
7862;44;male;married;072;Unreported;B2C Market (Business-to-Consumer);67;5451;1635;2289;95249.0;19;676
7863;30;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);77;2058;0;1234;31105.0;1;671
7864;60;female;married;016;Private Sector Management;B2B Market (Business-to-Business);153;6302;2520;2647;162178.0;25;689
7865;19;female;single;005;Public Administration;B2B Market (Business-to-Business);71;4585;0;2751;24325.5;1;655
7866;33;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);108;4998;0;2998;57962.0;13;729
7867;46;male;married;035;Legal Activities;B2B Market (Business-to-Business);166;6392;2556;2301;112094.0;3;746
7868;33;male;married;000;Armed forces;B2B Market (Business-to-Business);120;1432;429;601;28429.0;3;691
7869;18;female;single;065;Unreported;B2C Market (Business-to-Consumer);160;6426;1927;3149;27086.0;0;623
7870;75;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);235;4795;1918;1726;151732.5;0;703
7871;55;male;divorced;009;Public Administration;B2B Market (Business-to-Business);33;1966;0;1376;55931.0;2;724
7872;50;male;divorced;052;Merchants and Traders;B2C Market (Business-to-Consumer);102;3225;1290;1161;71782.0;26;713
7873;69;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);70;3675;1102;1801;115645.5;17;692
7874;26;female;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);127;2480;0;1736;22908.0;2;599
7875;19;female;single;003;Public Administration;B2B Market (Business-to-Business);7;3264;1305;1371;22385.0;1;711
7876;34;female;divorced;035;Legal Activities;B2B Market (Business-to-Business);142;4126;1650;1733;50847.0;0;695
7877;74;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);52;3901;0;2340;133759.0;7;714
7878;21;female;married;014;Public Administration;B2B Market (Business-to-Business);82;3988;0;2392;28888.0;2;690
7879;53;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);94;4239;0;2543;95266.5;15;679
7880;61;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);227;3764;0;2258;105912.0;18;639
7881;20;male;single;003;Public Administration;B2B Market (Business-to-Business);144;4354;1741;1567;26620.0;1;590
7882;48;female;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);146;4787;0;2872;95502.0;4;645
7883;40;female;married;014;Public Administration;B2B Market (Business-to-Business);106;2604;1041;937;44196.0;12;628
7884;24;female;married;027;Self-Employed Professionals;B2B Market (Business-to-Business);157;4367;1746;1834;33436.0;3;650
7885;26;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);121;3725;1490;1341;30505.0;8;670
7886;49;female;married;033;Healthcare;B2B Market (Business-to-Business);197;4354;1741;1829;91237.0;2;654
7887;63;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);232;4782;1434;2008;125417.0;17;711
7888;37;female;divorced;060;Agriculture and Fishing;B2B Market (Business-to-Business);175;3992;1596;1437;59304.0;18;740
7889;20;female;single;033;Healthcare;B2B Market (Business-to-Business);183;5644;2257;2370;28273.0;1;642
7890;50;female;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);182;4339;1735;1822;90041.0;1;727
7891;43;female;divorced;063;Agriculture and Fishing;B2B Market (Business-to-Business);35;2173;651;913;38682.5;24;675
7892;19;male;single;006;Public Administration;B2C Market (Business-to-Consumer);190;3955;0;2768;24982.5;0;591
7893;49;male;divorced;015;Public Administration;B2B Market (Business-to-Business);144;3474;1389;1459;69598.0;23;697
7894;18;female;single;014;Public Administration;B2B Market (Business-to-Business);156;3865;1546;1623;24707.0;0;666
7895;41;male;divorced;055;Merchants and Traders;B2C Market (Business-to-Consumer);175;3627;1450;1306;64525.5;15;748
7896;33;male;married;063;Agriculture and Fishing;B2B Market (Business-to-Business);172;3372;1348;1214;41130.0;1;696
7897;19;female;married;010;Public Administration;B2B Market (Business-to-Business);135;2931;879;1231;17544.5;1;660
7898;18;female;single;057;Legal Activities;B2C Market (Business-to-Consumer);126;4955;0;2973;18305.0;0;610
7899;78;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);49;4352;1305;2132;148260.0;3;768
7900;79;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);108;4613;0;2767;160865.5;6;640
7901;41;female;married;016;Private Sector Management;B2B Market (Business-to-Business);141;7269;0;4361;113540.5;10;674
7902;18;female;single;011;Public Administration;B2B Market (Business-to-Business);45;4643;1857;1950;17702.0;0;687
7903;19;female;married;055;Merchants and Traders;B2C Market (Business-to-Consumer);180;3821;1528;1375;21825.5;1;682
7904;39;female;divorced;062;Agriculture and Fishing;B2B Market (Business-to-Business);53;2942;1176;1236;41751.0;6;650
7905;56;female;single;032;Healthcare;B2B Market (Business-to-Business);4;4706;1411;2306;107084.0;8;655
7906;36;female;married;049;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);173;4224;1267;1774;53131.0;13;767
7907;48;female;married;050;Merchants and Traders;B2C Market (Business-to-Consumer);51;3690;1476;1549;77790.0;0;754
7908;27;male;married;009;Public Administration;B2B Market (Business-to-Business);125;1569;470;659;20770.5;7;611
7909;63;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);38;4047;0;2832;111082.5;19;701
7910;49;female;divorced;048;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);152;3057;1222;1284;62726.5;28;648
7911;26;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);160;4418;1325;1855;33042.0;7;680
7912;50;female;divorced;036;Self-Employed Professionals;B2B Market (Business-to-Business);232;3767;1506;1356;82593.0;26;678
7913;56;female;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);105;3866;1159;1624;98173.0;17;699
7914;39;female;married;014;Public Administration;B2B Market (Business-to-Business);6;3471;1041;1701;58311.5;8;657
7915;31;female;married;054;Merchants and Traders;B2C Market (Business-to-Consumer);195;3003;0;1801;35040.5;2;770
7916;55;female;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);186;3963;1188;1942;94800.5;0;629
7917;39;female;married;014;Public Administration;B2B Market (Business-to-Business);31;3519;1407;1267;57108.5;4;736
7918;19;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);42;2815;1126;1182;16987.5;1;627
7919;66;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);15;4745;0;2847;136629.0;16;705
7920;51;female;married;021;Private Sector Technical and Support;B2B Market (Business-to-Business);116;2893;1157;1215;66105.5;21;704
7921;22;female;single;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);119;4603;1380;1933;30586.0;0;702
7922;78;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);226;3815;1526;1373;133153.0;9;649
7923;36;female;married;030;Education;B2B Market (Business-to-Business);114;5245;1573;2203;68383.0;1;780
7924;51;male;married;002;Unreported;B2B Market (Business-to-Business);220;5099;2039;1836;105864.5;17;690
7925;64;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);191;3590;1436;1507;97796.0;8;743
7926;20;male;single;055;Merchants and Traders;B2C Market (Business-to-Consumer);157;4437;1331;2174;19674.0;2;594
7927;39;female;married;067;Real Estate Activities;B2C Market (Business-to-Consumer);16;5391;0;3773;84897.5;20;715
7928;63;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);3;4016;1606;1446;107021.0;0;764
7929;75;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);168;4535;0;3174;154066.5;6;660
7930;66;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);188;4002;1600;1681;118337.0;17;777
7931;22;male;single;045;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);119;3073;1229;1290;24229.0;1;700
7932;19;female;married;100;Merchants and Traders;B2C Market (Business-to-Consumer);181;3112;0;2178;19967.0;0;700
7933;24;male;single;054;Merchants and Traders;B2C Market (Business-to-Consumer);103;3173;1269;1142;27828.0;0;645
7934;37;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);123;3049;1219;1281;48430.5;2;699
7935;18;female;single;014;Public Administration;B2B Market (Business-to-Business);104;3075;0;1845;17687.0;0;622
7936;74;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);179;4423;1326;2167;140164.0;20;631
7937;57;male;married;065;Unreported;B2C Market (Business-to-Consumer);3;5482;0;3837;132683.0;18;691
7938;26;female;divorced;009;Public Administration;B2B Market (Business-to-Business);10;1911;764;688;25756.0;8;607
7939;53;female;married;053;Merchants and Traders;B2C Market (Business-to-Consumer);147;4918;1967;1770;109903.0;30;726
7940;43;female;married;016;Private Sector Management;B2B Market (Business-to-Business);163;5688;2275;2047;97045.0;15;701
7941;18;male;single;021;Private Sector Technical and Support;B2B Market (Business-to-Business);165;3431;1372;1235;19983.0;0;606
7942;60;female;married;035;Legal Activities;B2B Market (Business-to-Business);3;5461;2184;2293;141185.0;19;717
7943;44;male;married;050;Merchants and Traders;B2C Market (Business-to-Consumer);28;3703;0;2592;63937.0;22;699
7944;53;female;single;065;Unreported;B2C Market (Business-to-Consumer);80;5223;2089;1880;117975.5;15;726
7945;27;female;divorced;050;Merchants and Traders;B2C Market (Business-to-Consumer);42;4198;1679;1763;35414.0;5;721
7946;21;male;single;042;Self-Employed Professionals;B2B Market (Business-to-Business);49;5772;0;4040;33830.0;1;749
7947;55;male;divorced;027;Self-Employed Professionals;B2B Market (Business-to-Business);123;4000;1600;1440;89126.0;22;712
7948;34;female;married;004;Public Administration;B2B Market (Business-to-Business);168;5303;2121;2227;66835.0;10;687
7949;80;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);47;4217;1686;1518;146183.0;24;735
7950;52;male;divorced;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);185;3628;1451;1306;83968.0;16;639
7951;54;female;divorced;011;Public Administration;B2B Market (Business-to-Business);139;5181;2072;2176;116388.0;27;685
7952;25;male;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);145;3825;1530;1377;30823.5;2;735
7953;32;male;married;056;Merchants and Traders;B2C Market (Business-to-Consumer);171;3726;1490;1341;43211.0;5;750
7954;28;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);195;3479;0;2435;33885.0;1;607
7955;36;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);118;3269;980;1602;50941.0;10;710
7956;19;female;single;008;Public Administration;B2B Market (Business-to-Business);166;2075;830;871;18607.5;1;676
7957;62;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);156;4608;0;3225;117663.0;4;631
7958;24;male;single;025;Retirees and Pensioners;B2B Market (Business-to-Business);73;4384;1315;2148;35628.0;3;618
7959;44;male;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);97;3074;1229;1291;57411.0;17;644
7960;37;male;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);166;3032;1212;1092;45959.0;10;708
7961;36;male;married;066;Legal Activities;B2C Market (Business-to-Consumer);10;5208;1562;2187;69778.0;14;747
7962;36;female;married;053;Merchants and Traders;B2C Market (Business-to-Consumer);226;4092;0;2864;52322.0;18;687
7963;40;female;married;041;Self-Employed Professionals;B2B Market (Business-to-Business);142;4779;1433;2007;69876.0;2;769
7964;65;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);189;3845;1538;1384;113273.5;18;661
7965;40;female;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);175;4963;1985;2084;74417.0;3;666
7966;25;female;married;038;Healthcare;B2B Market (Business-to-Business);53;5912;2364;2483;45110.0;3;611
7967;19;female;married;057;Legal Activities;B2C Market (Business-to-Consumer);174;3299;0;2309;25886.5;0;634
7968;51;female;married;005;Public Administration;B2B Market (Business-to-Business);146;4169;0;2918;86182.5;14;687
7969;80;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);97;4354;1741;1567;155737.0;18;684
7970;21;male;single;004;Public Administration;B2B Market (Business-to-Business);40;6414;2565;2694;33829.0;3;693
7971;56;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);35;4903;0;2941;113798.0;9;658
7972;22;female;single;100;Merchants and Traders;B2C Market (Business-to-Consumer);155;2853;0;1711;24250.0;4;609
7973;56;male;divorced;057;Legal Activities;B2C Market (Business-to-Consumer);161;4330;1732;1818;103032.0;18;664
7974;55;female;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);154;3738;1495;1570;90703.0;28;633
7975;22;female;single;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);200;4433;0;2659;28696.0;1;592
7976;44;female;married;059;Merchants and Traders;B2C Market (Business-to-Consumer);6;4947;1484;2077;82513.0;12;751
7977;57;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);116;4518;0;2710;103939.0;27;662
7978;62;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);120;3701;1110;1554;103177.0;27;701
7979;43;male;single;048;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);82;3689;1106;1808;63225.5;0;637
7980;40;female;married;067;Real Estate Activities;B2C Market (Business-to-Consumer);139;6433;2573;2316;96815.0;4;665
7981;22;female;married;033;Healthcare;B2B Market (Business-to-Business);224;4972;1988;2088;30400.0;3;637
7982;71;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);101;4041;0;2828;131272.5;24;754
7983;21;female;single;066;Legal Activities;B2C Market (Business-to-Consumer);183;5417;2166;1950;35460.5;3;703
7984;24;female;married;046;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);31;4744;0;3320;33503.0;0;640
7985;20;female;married;046;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);197;3998;1599;1439;19810.0;1;678
7986;59;female;divorced;051;Merchants and Traders;B2C Market (Business-to-Consumer);165;4548;0;3183;112068.0;18;663
7987;18;female;married;068;Real Estate Activities;B2C Market (Business-to-Consumer);143;5533;2213;1992;24294.0;0;668
7988;29;male;married;004;Public Administration;B2B Market (Business-to-Business);11;6367;1910;2674;63741.5;2;628
7989;48;female;divorced;015;Public Administration;B2B Market (Business-to-Business);226;2549;1019;1071;55901.0;5;661
7990;29;female;single;050;Merchants and Traders;B2C Market (Business-to-Consumer);222;2652;0;1856;34537.0;5;567
7991;53;male;divorced;016;Private Sector Management;B2B Market (Business-to-Business);129;6109;2443;2566;127893.5;22;742
7992;31;female;divorced;060;Agriculture and Fishing;B2B Market (Business-to-Business);220;2430;0;1458;26711.0;5;681
7993;29;female;married;048;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);133;4772;1908;1718;41861.0;9;618
7994;38;male;married;021;Private Sector Technical and Support;B2B Market (Business-to-Business);147;3482;0;2437;57035.0;13;651
7995;58;female;divorced;015;Public Administration;B2B Market (Business-to-Business);35;2555;1022;919;66108.0;15;718
7996;48;male;divorced;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);221;4318;1727;1813;89401.0;20;657
7997;33;female;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);49;3872;1161;1626;49355.0;13;777
7998;82;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);116;3875;1162;1899;143476.0;25;721
7999;44;male;married;040;Self-Employed Professionals;B2B Market (Business-to-Business);135;3702;0;2221;65452.0;11;696
8000;51;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);138;3665;1099;1796;81636.5;1;669
8001;65;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);114;4901;1470;2058;130771.5;29;726
8002;36;male;single;032;Healthcare;B2B Market (Business-to-Business);33;6678;2671;2804;84304.0;13;743
8003;69;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);107;3581;1432;1504;109722.5;25;693
8004;26;female;married;040;Self-Employed Professionals;B2B Market (Business-to-Business);129;5630;0;3378;48537.0;5;610
8005;34;female;married;006;Public Administration;B2C Market (Business-to-Consumer);185;4776;1910;1719;57415.0;0;756
8006;44;female;married;031;Education;B2B Market (Business-to-Business);220;6194;2477;2601;103608.0;2;667
8007;22;female;single;066;Legal Activities;B2C Market (Business-to-Consumer);196;6418;1925;3145;38000.0;4;625
8008;44;female;divorced;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);132;3597;0;2158;70124.0;12;651
8009;50;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);82;4293;1717;1545;87341.0;15;677
8010;43;male;married;016;Private Sector Management;B2B Market (Business-to-Business);180;6275;2510;2259;104084.5;5;691
8011;18;male;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);102;3264;0;2284;20737.0;0;672
8012;26;male;married;010;Public Administration;B2B Market (Business-to-Business);7;2680;1072;1125;30005.0;1;676
8013;44;female;single;003;Public Administration;B2B Market (Business-to-Business);7;3938;1575;1417;69253.0;13;680
8014;39;male;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);198;2224;889;934;34876.0;10;650
8015;36;male;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);184;3785;0;2649;50360.0;2;703
8016;79;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);175;4213;1685;1516;145489.5;3;784
8017;39;female;divorced;060;Agriculture and Fishing;B2B Market (Business-to-Business);59;2914;0;1748;41202.0;7;648
8018;26;male;married;061;Agriculture and Fishing;B2B Market (Business-to-Business);135;2637;0;1845;22852.0;1;673
8019;44;female;married;021;Private Sector Technical and Support;B2B Market (Business-to-Business);2;2570;1028;1079;53220.0;23;749
8020;70;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);200;4344;1303;2128;131514.0;7;658
8021;31;female;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);101;4238;1695;1525;44987.0;8;780
8022;42;female;married;027;Self-Employed Professionals;B2B Market (Business-to-Business);38;5763;0;3457;90816.0;14;665
8023;18;male;married;051;Merchants and Traders;B2C Market (Business-to-Consumer);177;3855;1156;1889;16324.0;0;592
8024;58;female;married;056;Merchants and Traders;B2C Market (Business-to-Consumer);130;4729;1891;1986;118951.0;22;722
8025;55;female;married;066;Legal Activities;B2C Market (Business-to-Consumer);125;6340;2536;2662;143663.0;5;701
8026;48;female;divorced;010;Public Administration;B2B Market (Business-to-Business);34;2124;637;892;46606.0;22;662
8027;55;male;married;074;Unreported;B2C Market (Business-to-Consumer);126;3734;1493;1568;84111.0;23;727
8028;27;male;married;009;Public Administration;B2B Market (Business-to-Business);67;1880;0;1316;20166.0;4;623
8029;44;male;married;011;Public Administration;B2B Market (Business-to-Business);147;5235;2094;1884;91895.0;15;794
8030;25;female;married;044;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);121;3012;0;1807;34032.0;5;614
8031;65;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);130;3525;1410;1480;102109.5;3;701
8032;23;male;single;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);221;4682;1872;1686;36434.0;2;640
8033;31;male;married;011;Public Administration;B2B Market (Business-to-Business);7;6367;2546;2292;69251.5;2;678
8034;28;male;divorced;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);150;4542;1816;1908;45265.0;3;705
8035;58;male;divorced;005;Public Administration;B2B Market (Business-to-Business);45;4517;0;3161;113150.0;0;717
8036;64;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);38;4070;1628;1709;114940.0;23;744
8037;23;male;single;054;Merchants and Traders;B2C Market (Business-to-Consumer);152;3954;1581;1661;29978.0;3;680
8038;77;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);191;4279;0;2995;144708.5;23;668
8039;47;female;divorced;052;Merchants and Traders;B2C Market (Business-to-Consumer);182;3641;0;2184;71791.5;14;751
8040;75;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);119;4192;1676;1509;141181.0;17;700
8041;58;female;divorced;033;Healthcare;B2B Market (Business-to-Business);188;5477;2190;2300;139074.0;10;738
8042;48;female;divorced;014;Public Administration;B2B Market (Business-to-Business);232;3320;1328;1195;72726.0;29;746
8043;79;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);21;4906;0;3434;168186.0;12;683
8044;56;female;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);158;4765;1906;1715;111108.0;15;658
8045;33;male;married;016;Private Sector Management;B2B Market (Business-to-Business);79;5669;2267;2041;65631.5;10;678
8046;20;female;single;057;Legal Activities;B2C Market (Business-to-Consumer);21;3530;1412;1482;20676.0;2;676
8047;63;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);116;4500;1800;1620;121139.0;22;748
8048;68;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);142;4601;1840;1932;138128.0;30;645
8049;21;male;single;027;Self-Employed Professionals;B2B Market (Business-to-Business);176;5467;0;3280;31151.5;2;603
8050;24;female;married;072;Unreported;B2C Market (Business-to-Consumer);153;4442;1776;1866;28579.0;1;645
8051;64;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);227;3718;1487;1338;105514.0;12;638
8052;18;male;single;007;Public Administration;B2B Market (Business-to-Business);45;2751;0;1925;17546.0;0;708
8053;71;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);155;4077;1630;1712;129695.5;27;721
8054;32;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);226;4974;0;2984;55173.0;4;677
8055;53;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);200;4169;1667;1751;95251.5;20;744
8056;73;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);33;4287;0;2572;142473.5;30;654
8057;41;female;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);153;4924;1477;2068;78545.0;20;757
8058;43;female;married;055;Merchants and Traders;B2C Market (Business-to-Consumer);77;4102;1640;1477;76098.0;10;741
8059;70;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);70;3864;1545;1391;119229.0;26;679
8060;33;female;married;020;Private Sector Technical and Support;B2B Market (Business-to-Business);83;3664;1099;1539;49663.0;5;727
8061;26;male;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);166;4059;0;2841;37392.0;7;632
8062;22;female;single;007;Public Administration;B2B Market (Business-to-Business);37;2501;0;1500;24898.0;1;630
8063;33;female;married;063;Agriculture and Fishing;B2B Market (Business-to-Business);83;3014;1205;1266;45919.0;10;725
8064;44;male;married;027;Self-Employed Professionals;B2B Market (Business-to-Business);154;5991;2396;2157;99658.0;20;754
8065;23;female;single;002;Unreported;B2B Market (Business-to-Business);123;5179;0;3625;35150.5;5;733
8066;32;male;married;014;Public Administration;B2B Market (Business-to-Business);11;3973;0;2781;50049.0;3;721
